study_id,analyte,analyte_unit,interferent,interferent_unit,interferent_concentration,pool_level,baseline_value,measured_value,replicate,bias_absolute,bias_percent,study_date,technician_id,instrument_id,lot_number
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Low,3.16,37.985,2,34.825,1102.05,2026-03-28 12:02:36.356418,TECH03,CHEM01,LOT2024009
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Low,3.16,35.307,3,32.147,1017.31,2026-02-20 12:02:36.356421,TECH01,CHEM01,LOT2024001
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Low,3.16,35.027,4,31.867,1008.45,2026-03-07 12:02:36.356424,TECH02,CHEM02,LOT2024019
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Low,3.16,34.33,5,31.17,986.4,2026-04-08 12:02:36.356427,TECH01,CHEM03,LOT2024011
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Low,3.16,130.252,1,127.092,4021.9,2026-04-14 12:02:36.356430,TECH01,CHEM01,LOT2024012
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Low,3.16,128.77,2,125.61,3974.99,2026-03-12 12:02:36.356433,TECH04,CHEM02,LOT2024020
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Low,3.16,133.23,3,130.07,4116.13,2026-02-02 12:02:36.356435,TECH03,CHEM01,LOT2024011
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Low,3.16,134.518,4,131.358,4156.9,2026-02-14 12:02:36.356438,TECH05,CHEM03,LOT2024009
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Low,3.16,125.487,5,122.327,3871.1,2026-04-02 12:02:36.356441,TECH01,CHEM03,LOT2024013
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Low,3.16,272.248,1,269.088,8515.43,2026-02-17 12:02:36.356444,TECH02,CHEM03,LOT2024019
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Low,3.16,266.439,2,263.279,8331.62,2026-02-17 12:02:36.356446,TECH02,CHEM02,LOT2024005
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Low,3.16,293.403,3,290.243,9184.91,2026-04-11 12:02:36.356449,TECH04,CHEM01,LOT2024020
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Low,3.16,274.869,4,271.709,8598.37,2026-03-24 12:02:36.356452,TECH02,CHEM03,LOT2024014
43,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Low,3.16,262.797,5,259.637,8216.35,2026-03-07 12:02:36.356455,TECH02,CHEM03,LOT2024008
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,Medium,7.6,7.718,1,0.0,0.0,2026-02-25 12:02:36.356457,TECH02,CHEM01,LOT2024010
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,Medium,7.6,8.358,2,0.0,0.0,2026-03-25 12:02:36.356460,TECH04,CHEM03,LOT2024012
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,Medium,7.6,7.598,3,0.0,0.0,2026-03-03 12:02:36.356463,TECH05,CHEM02,LOT2024019
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,Medium,7.6,7.855,4,0.0,0.0,2026-03-19 12:02:36.356466,TECH01,CHEM02,LOT2024012
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,Medium,7.6,7.625,5,0.0,0.0,2026-02-04 12:02:36.356468,TECH03,CHEM01,LOT2024013
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,Medium,7.6,7.57,1,-0.03,-0.4,2026-02-11 12:02:36.356471,TECH04,CHEM01,LOT2024011
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,Medium,7.6,7.879,2,0.279,3.68,2026-04-01 12:02:36.356473,TECH05,CHEM03,LOT2024006
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,Medium,7.6,7.512,3,-0.088,-1.16,2026-02-10 12:02:36.356476,TECH02,CHEM02,LOT2024005
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,Medium,7.6,7.681,4,0.081,1.07,2026-03-27 12:02:36.356479,TECH04,CHEM01,LOT2024003
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,Medium,7.6,7.698,5,0.098,1.29,2026-02-20 12:02:36.356481,TECH01,CHEM01,LOT2024003
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,Medium,7.6,7.397,1,-0.203,-2.67,2026-02-01 12:02:36.356485,TECH05,CHEM03,LOT2024011
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,Medium,7.6,7.902,2,0.302,3.97,2026-03-06 12:02:36.356488,TECH04,CHEM02,LOT2024009
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,Medium,7.6,7.547,3,-0.053,-0.7,2026-02-05 12:02:36.356490,TECH03,CHEM02,LOT2024008
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,Medium,7.6,7.37,4,-0.23,-3.02,2026-02-28 12:02:36.356493,TECH02,CHEM01,LOT2024016
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,Medium,7.6,7.763,5,0.163,2.15,2026-01-28 12:02:36.356496,TECH01,CHEM01,LOT2024008
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Medium,7.6,80.596,1,72.996,960.47,2026-01-29 12:02:36.356498,TECH04,CHEM02,LOT2024014
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Medium,7.6,83.694,2,76.094,1001.24,2026-03-09 12:02:36.356501,TECH01,CHEM03,LOT2024009
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Medium,7.6,83.57,3,75.97,999.6,2026-02-05 12:02:36.356504,TECH04,CHEM03,LOT2024019
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Medium,7.6,87.231,4,79.631,1047.78,2026-04-18 12:02:36.356507,TECH04,CHEM02,LOT2024019
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,Medium,7.6,85.187,5,77.587,1020.89,2026-01-25 12:02:36.356509,TECH03,CHEM03,LOT2024009
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Medium,7.6,311.288,1,303.688,3995.9,2026-03-04 12:02:36.356512,TECH01,CHEM03,LOT2024012
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Medium,7.6,321.793,2,314.193,4134.11,2026-02-02 12:02:36.356515,TECH05,CHEM03,LOT2024011
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Medium,7.6,328.928,3,321.328,4227.99,2026-02-09 12:02:36.356518,TECH05,CHEM02,LOT2024006
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Medium,7.6,318.553,4,310.953,4091.48,2026-04-19 12:02:36.356521,TECH05,CHEM01,LOT2024016
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,Medium,7.6,311.729,5,304.129,4001.7,2026-04-10 12:02:36.356523,TECH05,CHEM02,LOT2024020
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Medium,7.6,655.309,1,647.709,8522.49,2026-03-01 12:02:36.356526,TECH02,CHEM03,LOT2024016
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Medium,7.6,662.135,2,654.535,8612.3,2026-04-08 12:02:36.356529,TECH02,CHEM02,LOT2024013
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Medium,7.6,683.156,3,675.556,8888.9,2026-04-04 12:02:36.356532,TECH01,CHEM02,LOT2024008
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Medium,7.6,674.738,4,667.138,8778.14,2026-04-19 12:02:36.356535,TECH04,CHEM03,LOT2024012
44,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,Medium,7.6,686.428,5,678.828,8931.94,2026-01-26 12:02:36.356537,TECH02,CHEM02,LOT2024001
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,High,12.04,12.067,1,0.0,0.0,2026-03-08 12:02:36.356540,TECH02,CHEM02,LOT2024011
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,High,12.04,12.295,2,0.0,0.0,2026-04-14 12:02:36.356543,TECH05,CHEM02,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,High,12.04,12.006,3,0.0,0.0,2026-04-16 12:02:36.356545,TECH04,CHEM01,LOT2024018
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,High,12.04,12.274,4,0.0,0.0,2026-03-13 12:02:36.356547,TECH03,CHEM01,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,0,High,12.04,12.071,5,0.0,0.0,2026-04-04 12:02:36.356550,TECH02,CHEM01,LOT2024001
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,High,12.04,11.089,1,-0.951,-7.9,2026-01-29 12:02:36.356553,TECH01,CHEM03,LOT2024008
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,High,12.04,11.588,2,-0.452,-3.76,2026-04-14 12:02:36.356555,TECH01,CHEM02,LOT2024014
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,High,12.04,11.971,3,-0.069,-0.58,2026-03-14 12:02:36.356558,TECH01,CHEM03,LOT2024013
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,High,12.04,11.457,4,-0.583,-4.84,2026-02-18 12:02:36.356561,TECH01,CHEM01,LOT2024015
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,50,High,12.04,12.329,5,0.289,2.4,2026-02-08 12:02:36.356563,TECH05,CHEM01,LOT2024006
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,High,12.04,12.777,1,0.737,6.12,2026-03-20 12:02:36.356566,TECH04,CHEM01,LOT2024018
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,High,12.04,12.627,2,0.587,4.88,2026-03-28 12:02:36.356569,TECH05,CHEM01,LOT2024003
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,High,12.04,11.937,3,-0.103,-0.85,2026-02-02 12:02:36.356572,TECH01,CHEM01,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,High,12.04,12.758,4,0.718,5.96,2026-04-05 12:02:36.356575,TECH05,CHEM01,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,100,High,12.04,12.112,5,0.072,0.59,2026-01-24 12:02:36.356578,TECH02,CHEM01,LOT2024007
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,High,12.04,130.654,1,118.614,985.17,2026-01-28 12:02:36.356580,TECH01,CHEM03,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,High,12.04,129.19,2,117.15,973.01,2026-03-04 12:02:36.356583,TECH03,CHEM01,LOT2024002
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,High,12.04,130.838,3,118.798,986.69,2026-04-16 12:02:36.356586,TECH02,CHEM01,LOT2024007
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,High,12.04,130.384,4,118.344,982.92,2026-01-30 12:02:36.356589,TECH01,CHEM01,LOT2024005
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,200,High,12.04,133.343,5,121.303,1007.5,2026-04-23 12:02:36.356591,TECH02,CHEM01,LOT2024008
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,High,12.04,496.811,1,484.771,4026.33,2026-02-20 12:02:36.356594,TECH01,CHEM03,LOT2024003
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,High,12.04,493.7,2,481.66,4000.5,2026-03-28 12:02:36.356597,TECH02,CHEM02,LOT2024001
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,High,12.04,502.268,3,490.228,4071.66,2026-02-01 12:02:36.356600,TECH04,CHEM03,LOT2024001
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,High,12.04,517.15,4,505.11,4195.27,2026-02-07 12:02:36.356603,TECH02,CHEM01,LOT2024006
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,500,High,12.04,512.39,5,500.35,4155.73,2026-02-19 12:02:36.356605,TECH03,CHEM03,LOT2024011
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,High,12.04,1030.563,1,1018.523,8459.5,2026-02-23 12:02:36.356608,TECH01,CHEM03,LOT2024001
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,High,12.04,983.713,2,971.673,8070.37,2026-03-23 12:02:36.356611,TECH04,CHEM01,LOT2024015
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,High,12.04,1136.587,3,1124.547,9340.09,2026-04-04 12:02:36.356614,TECH05,CHEM03,LOT2024011
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,High,12.04,1035.736,4,1023.696,8502.46,2026-03-22 12:02:36.356617,TECH04,CHEM01,LOT2024019
45,Total Bilirubin,mg/dL,Hemolysis,mg/dL Hb,1000,High,12.04,1085.79,5,1073.75,8918.19,2026-01-27 12:02:36.356619,TECH01,CHEM03,LOT2024012
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Low,3.16,3.012,1,0.0,0.0,2026-04-08 12:02:36.356622,TECH01,CHEM01,LOT2024013
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Low,3.16,2.932,2,0.0,0.0,2026-04-04 12:02:36.356625,TECH02,CHEM02,LOT2024010
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Low,3.16,3.228,3,0.0,0.0,2026-04-19 12:02:36.356627,TECH03,CHEM02,LOT2024010
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Low,3.16,3.256,4,0.0,0.0,2026-03-06 12:02:36.356630,TECH05,CHEM02,LOT2024002
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Low,3.16,3.087,5,0.0,0.0,2026-03-13 12:02:36.356632,TECH03,CHEM02,LOT2024013
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Low,3.16,2.832,1,-0.328,-10.36,2026-01-30 12:02:36.356635,TECH02,CHEM02,LOT2024010
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Low,3.16,3.091,2,-0.069,-2.18,2026-03-23 12:02:36.356638,TECH03,CHEM03,LOT2024005
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Low,3.16,3.21,3,0.05,1.57,2026-04-06 12:02:36.356641,TECH02,CHEM03,LOT2024008
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Low,3.16,2.973,4,-0.187,-5.92,2026-03-25 12:02:36.356644,TECH05,CHEM01,LOT2024015
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Low,3.16,3.183,5,0.023,0.73,2026-01-29 12:02:36.356646,TECH02,CHEM03,LOT2024013
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Low,3.16,3.158,1,-0.002,-0.06,2026-02-07 12:02:36.356649,TECH05,CHEM01,LOT2024008
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Low,3.16,3.233,2,0.073,2.32,2026-02-11 12:02:36.356652,TECH01,CHEM01,LOT2024003
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Low,3.16,3.175,3,0.015,0.48,2026-03-29 12:02:36.356655,TECH01,CHEM01,LOT2024003
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Low,3.16,3.037,4,-0.123,-3.89,2026-02-19 12:02:36.356657,TECH01,CHEM01,LOT2024009
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Low,3.16,3.311,5,0.151,4.79,2026-02-07 12:02:36.356660,TECH03,CHEM02,LOT2024007
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Low,3.16,3.14,1,-0.02,-0.63,2026-04-15 12:02:36.356662,TECH03,CHEM02,LOT2024013
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Low,3.16,3.157,2,-0.003,-0.11,2026-02-25 12:02:36.356665,TECH01,CHEM03,LOT2024008
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Low,3.16,3.042,3,-0.118,-3.73,2026-04-08 12:02:36.356668,TECH03,CHEM01,LOT2024009
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Low,3.16,3.104,4,-0.056,-1.77,2026-02-06 12:02:36.356670,TECH02,CHEM03,LOT2024015
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Low,3.16,3.048,5,-0.112,-3.54,2026-02-05 12:02:36.356673,TECH03,CHEM01,LOT2024006
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Low,3.16,0.001,1,-3.159,-99.97,2026-04-14 12:02:36.356676,TECH04,CHEM01,LOT2024002
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Low,3.16,0.001,2,-3.159,-99.97,2026-02-04 12:02:36.356679,TECH03,CHEM02,LOT2024015
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Low,3.16,0.001,3,-3.159,-99.97,2026-02-21 12:02:36.356683,TECH02,CHEM03,LOT2024007
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Low,3.16,0.001,4,-3.159,-99.97,2026-04-03 12:02:36.356686,TECH04,CHEM03,LOT2024009
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Low,3.16,0.001,5,-3.159,-99.97,2026-02-12 12:02:36.356688,TECH01,CHEM03,LOT2024005
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Low,3.16,0.001,1,-3.159,-99.97,2026-03-25 12:02:36.356691,TECH01,CHEM02,LOT2024019
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Low,3.16,0.001,2,-3.159,-99.97,2026-03-13 12:02:36.356694,TECH05,CHEM03,LOT2024008
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Low,3.16,0.001,3,-3.159,-99.97,2026-02-19 12:02:36.356696,TECH03,CHEM01,LOT2024018
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Low,3.16,0.001,4,-3.159,-99.97,2026-02-13 12:02:36.356700,TECH03,CHEM02,LOT2024009
46,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Low,3.16,0.001,5,-3.159,-99.97,2026-02-23 12:02:36.356703,TECH03,CHEM02,LOT2024003
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Medium,7.6,7.806,1,0.0,0.0,2026-03-21 12:02:36.356705,TECH05,CHEM03,LOT2024003
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Medium,7.6,7.452,2,0.0,0.0,2026-01-31 12:02:36.356708,TECH01,CHEM03,LOT2024011
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Medium,7.6,8.256,3,0.0,0.0,2026-02-19 12:02:36.356710,TECH02,CHEM01,LOT2024013
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Medium,7.6,7.416,4,0.0,0.0,2026-04-15 12:02:36.356713,TECH03,CHEM03,LOT2024004
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,Medium,7.6,7.826,5,0.0,0.0,2026-02-01 12:02:36.356715,TECH02,CHEM02,LOT2024017
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Medium,7.6,7.691,1,0.091,1.2,2026-01-28 12:02:36.356718,TECH04,CHEM02,LOT2024004
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Medium,7.6,7.996,2,0.396,5.21,2026-02-05 12:02:36.356720,TECH01,CHEM02,LOT2024012
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Medium,7.6,8.075,3,0.475,6.25,2026-03-15 12:02:36.356723,TECH03,CHEM03,LOT2024011
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Medium,7.6,7.61,4,0.01,0.13,2026-04-06 12:02:36.356725,TECH05,CHEM02,LOT2024002
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,Medium,7.6,7.371,5,-0.229,-3.01,2026-03-15 12:02:36.356728,TECH02,CHEM03,LOT2024019
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Medium,7.6,7.74,1,0.14,1.84,2026-03-08 12:02:36.356731,TECH01,CHEM02,LOT2024011
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Medium,7.6,7.394,2,-0.206,-2.71,2026-03-25 12:02:36.356733,TECH05,CHEM02,LOT2024016
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Medium,7.6,8.212,3,0.612,8.05,2026-02-11 12:02:36.356736,TECH02,CHEM03,LOT2024010
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Medium,7.6,7.642,4,0.042,0.55,2026-04-13 12:02:36.356738,TECH02,CHEM01,LOT2024020
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,Medium,7.6,7.489,5,-0.111,-1.46,2026-03-16 12:02:36.356741,TECH05,CHEM02,LOT2024007
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Medium,7.6,7.656,1,0.056,0.74,2026-04-09 12:02:36.356744,TECH03,CHEM03,LOT2024005
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Medium,7.6,7.19,2,-0.41,-5.39,2026-03-13 12:02:36.356746,TECH05,CHEM03,LOT2024007
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Medium,7.6,7.305,3,-0.295,-3.89,2026-04-02 12:02:36.356749,TECH01,CHEM02,LOT2024015
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Medium,7.6,7.965,4,0.365,4.8,2026-03-30 12:02:36.356751,TECH03,CHEM02,LOT2024006
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,Medium,7.6,7.4,5,-0.2,-2.63,2026-03-08 12:02:36.356754,TECH05,CHEM03,LOT2024005
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Medium,7.6,0.001,1,-7.599,-99.99,2026-03-02 12:02:36.356757,TECH01,CHEM01,LOT2024006
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Medium,7.6,0.001,2,-7.599,-99.99,2026-03-31 12:02:36.356759,TECH04,CHEM02,LOT2024011
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Medium,7.6,0.001,3,-7.599,-99.99,2026-02-15 12:02:36.356762,TECH04,CHEM03,LOT2024007
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Medium,7.6,0.001,4,-7.599,-99.99,2026-03-18 12:02:36.356765,TECH02,CHEM02,LOT2024001
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,1000,Medium,7.6,0.001,5,-7.599,-99.99,2026-03-22 12:02:36.356768,TECH01,CHEM01,LOT2024011
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Medium,7.6,0.001,1,-7.599,-99.99,2026-02-20 12:02:36.356772,TECH04,CHEM02,LOT2024005
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Medium,7.6,0.001,2,-7.599,-99.99,2026-03-24 12:02:36.356775,TECH02,CHEM03,LOT2024008
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Medium,7.6,0.001,3,-7.599,-99.99,2026-03-31 12:02:36.356777,TECH05,CHEM02,LOT2024018
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Medium,7.6,0.001,4,-7.599,-99.99,2026-02-03 12:02:36.356780,TECH03,CHEM01,LOT2024019
47,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,2000,Medium,7.6,0.001,5,-7.599,-99.99,2026-02-20 12:02:36.356783,TECH01,CHEM02,LOT2024015
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,High,12.04,12.68,1,0.0,0.0,2026-02-05 12:02:36.356786,TECH01,CHEM02,LOT2024020
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,High,12.04,12.308,2,0.0,0.0,2026-03-02 12:02:36.356788,TECH05,CHEM01,LOT2024015
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,High,12.04,12.26,3,0.0,0.0,2026-02-14 12:02:36.356792,TECH04,CHEM02,LOT2024019
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,High,12.04,13.083,4,0.0,0.0,2026-04-18 12:02:36.356794,TECH04,CHEM03,LOT2024003
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,0,High,12.04,11.73,5,0.0,0.0,2026-03-15 12:02:36.356798,TECH05,CHEM01,LOT2024015
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,High,12.04,12.487,1,0.447,3.71,2026-02-08 12:02:36.356801,TECH01,CHEM03,LOT2024010
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,High,12.04,12.067,2,0.027,0.23,2026-03-02 12:02:36.356804,TECH03,CHEM03,LOT2024005
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,High,12.04,12.169,3,0.129,1.07,2026-02-03 12:02:36.356806,TECH05,CHEM02,LOT2024006
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,High,12.04,12.776,4,0.736,6.11,2026-01-29 12:02:36.356809,TECH01,CHEM02,LOT2024019
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,100,High,12.04,12.285,5,0.245,2.03,2026-03-03 12:02:36.356812,TECH02,CHEM03,LOT2024012
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,High,12.04,12.299,1,0.259,2.15,2026-04-10 12:02:36.356815,TECH01,CHEM03,LOT2024017
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,High,12.04,12.557,2,0.517,4.29,2026-04-03 12:02:36.356817,TECH04,CHEM02,LOT2024013
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,High,12.04,11.864,3,-0.176,-1.46,2026-04-20 12:02:36.356820,TECH03,CHEM03,LOT2024004
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,High,12.04,11.636,4,-0.404,-3.36,2026-01-26 12:02:36.356823,TECH04,CHEM01,LOT2024012
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,250,High,12.04,11.537,5,-0.503,-4.18,2026-04-23 12:02:36.356825,TECH01,CHEM03,LOT2024008
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,High,12.04,11.093,1,-0.947,-7.87,2026-02-15 12:02:36.356828,TECH01,CHEM02,LOT2024004
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,High,12.04,13.03,2,0.99,8.22,2026-03-05 12:02:36.356831,TECH05,CHEM02,LOT2024020
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,High,12.04,11.509,3,-0.531,-4.41,2026-01-24 12:02:36.356833,TECH03,CHEM01,LOT2024006
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,High,12.04,11.933,4,-0.107,-0.89,2026-01-28 12:02:36.356836,TECH03,CHEM01,LOT2024015
48,Total Bilirubin,mg/dL,Lipemia,mg/dL TG,500,High,12.04,11.907,5,-0.133,-1.11,2026-04-21 12:02:36.356839,TECH02,CHEM02,LOT2024003
